Issue_Type_ID,Issue_Category,Priority_Level,Issue_Subcategory_Corrected,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,2FA Issue,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,2FA Issue,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Delete Account,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Delete Account,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Delete Account,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Delete Account,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Delete Account,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Delete Account,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Delete Account,
,Account,Low,Delete Account,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Delete Account,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Delete Account,
,Account,Low,Delete Account,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Delete Account,
,Account,Low,Update Profile,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Account,Low,Delete Account,
,Account,Low,Subscription Change,
,Account,Low,Update Profile,
,Account,Low,Update Profile,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Hardware Issue,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Hardware Issue,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Hardware Issue,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Hardware Issue,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Hardware Issue,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Hardware Issue,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Hardware Issue,
,Technical,Low,Hardware Issue,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Website Error,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Hardware Issue,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Technical,Low,Hardware Issue,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Slow Performance,
,Technical,Low,Website Error,
,Technical,Low,Hardware Issue,
,Technical,Low,Slow Performance,
,Technical,Low,Hardware Issue,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,Data Sync Error,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,Data Sync Error,
,Bug,Low,Data Sync Error,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,Data Sync Error,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
