Issue_Type_ID,Issue_Category,Priority_Level,Issue_Subcategory_Corrected
50,Account,Low,Update Profile
71,Account,Low,Update Profile
86,Account,Low,Subscription Change
100,Account,Low,Update Profile
133,Account,Low,Delete Account
144,Account,Low,Update Profile
145,Account,Low,Update Profile
150,Account,Low,Delete Account
171,Account,Low,Delete Account
173,Account,Low,Subscription Change
186,Account,Low,Update Profile
188,Account,Low,Update Profile
195,Account,Low,Update Profile
202,Account,Low,Update Profile
222,Account,Low,Update Profile
299,Account,Low,Update Profile
304,Account,Low,Update Profile
330,Account,Low,Subscription Change
342,Account,Low,Subscription Change
351,Account,Low,Update Profile
356,Account,Low,Subscription Change
370,Account,Low,Subscription Change
373,Account,Low,Subscription Change
386,Account,Low,Update Profile
399,Account,Low,Subscription Change
435,Account,Low,Update Profile
446,Account,Low,Subscription Change
447,Account,Low,Delete Account
474,Account,Low,Subscription Change
485,Account,Low,Update Profile
493,Account,Low,Subscription Change
495,Account,Low,Subscription Change
514,Account,Low,Subscription Change
560,Account,Low,Update Profile
575,Account,Low,Update Profile
580,Account,Low,Delete Account
581,Account,Low,Delete Account
589,Account,Low,Subscription Change
590,Account,Low,Update Profile
593,Account,Low,Update Profile
606,Account,Low,Subscription Change
610,Account,Low,Update Profile
620,Account,Low,Update Profile
625,Account,Low,Delete Account
668,Account,Low,Update Profile
669,Account,Low,Update Profile
672,Account,Low,Update Profile
680,Account,Low,Update Profile
692,Account,Low,Subscription Change
696,Account,Low,Update Profile
704,Account,Low,Update Profile
708,Account,Low,Update Profile
715,Account,Low,Subscription Change
718,Account,Low,Update Profile
725,Account,Low,Update Profile
748,Account,Low,Update Profile
753,Account,Low,Update Profile
763,Account,Low,Update Profile
795,Account,Low,Delete Account
804,Account,Low,Update Profile
824,Account,Low,Update Profile
825,Account,Low,Update Profile
855,Account,Low,Update Profile
883,Account,Low,Subscription Change
890,Account,Low,Subscription Change
906,Account,Low,Update Profile
908,Account,Low,Subscription Change
933,Account,Low,Subscription Change
947,Account,Low,Update Profile
977,Account,Low,Update Profile
1010,Account,Low,Subscription Change
1030,Account,Low,Delete Account
1034,Account,Low,Update Profile
1063,Account,Low,Update Profile
1077,Account,Low,Subscription Change
1118,Account,Low,Update Profile
1121,Account,Low,Subscription Change
1260,Account,Low,Update Profile
1285,Account,Low,Subscription Change
1314,Account,Low,Subscription Change
1327,Account,Low,Subscription Change
1329,Account,Low,Update Profile
1347,Account,Low,Update Profile
1369,Account,Low,Update Profile
1370,Account,Low,Update Profile
1411,Account,Low,Update Profile
1418,Account,Low,Update Profile
1422,Account,Low,Update Profile
1434,Account,Low,Update Profile
1456,Account,Low,Subscription Change
1462,Account,Low,Delete Account
1463,Account,Low,Subscription Change
1470,Account,Low,Update Profile
1478,Account,Low,Subscription Change
1488,Account,Low,Subscription Change
1524,Account,Low,Update Profile
1557,Account,Low,Update Profile
1587,Account,Low,Subscription Change
1590,Account,Low,Update Profile
1621,Account,Low,Update Profile
1625,Account,Low,Update Profile
1626,Account,Low,Subscription Change
1640,Account,Low,Subscription Change
1646,Account,Low,Subscription Change
1686,Account,Low,Update Profile
1709,Account,Low,Subscription Change
1725,Account,Low,Update Profile
1733,Account,Low,Update Profile
1747,Account,Low,Update Profile
1767,Account,Low,Update Profile
1796,Account,Low,Update Profile
1807,Account,Low,Update Profile
1830,Account,Low,Delete Account
1860,Account,Low,Update Profile
1873,Account,Low,Update Profile
1889,Account,Low,Update Profile
1906,Account,Low,Update Profile
1934,Account,Low,Update Profile
1946,Account,Low,Update Profile
1947,Account,Low,Update Profile
1959,Account,Low,Delete Account
1965,Account,Low,Subscription Change
1985,Account,Low,Subscription Change
2001,Account,Low,Update Profile
2031,Account,Low,Update Profile
2033,Account,Low,Update Profile
2035,Account,Low,Subscription Change
2037,Account,Low,Subscription Change
2040,Account,Low,Subscription Change
2069,Account,Low,Update Profile
2070,Account,Low,Update Profile
2092,Account,Low,Update Profile
2105,Account,Low,Update Profile
2173,Account,Low,Update Profile
2215,Account,Low,Update Profile
2236,Account,Low,Update Profile
2258,Account,Low,Update Profile
2266,Account,Low,Delete Account
2270,Account,Low,Update Profile
2284,Account,Low,Update Profile
2296,Account,Low,Update Profile
2314,Account,Low,Update Profile
2315,Account,Low,Subscription Change
2354,Account,Low,Update Profile
2356,Account,Low,Subscription Change
2362,Account,Low,Update Profile
2388,Account,Low,Delete Account
2393,Account,Low,Subscription Change
2437,Account,Low,Update Profile
2453,Account,Low,Update Profile
2478,Account,Low,Subscription Change
2513,Account,Low,Subscription Change
2530,Account,Low,Subscription Change
2546,Account,Low,Subscription Change
2564,Account,Low,Update Profile
2569,Account,Low,Delete Account
2578,Account,Low,Update Profile
2593,Account,Low,Subscription Change
2596,Account,Low,Update Profile
2597,Account,Low,Update Profile
2606,Account,Low,Subscription Change
2625,Account,Low,Delete Account
2627,Account,Low,Update Profile
2636,Account,Low,Update Profile
2680,Account,Low,Update Profile
2687,Account,Low,Subscription Change
2689,Account,Low,Update Profile
2720,Account,Low,Subscription Change
2732,Account,Low,Subscription Change
2763,Account,Low,Update Profile
2767,Account,Low,Subscription Change
2772,Account,Low,Subscription Change
2784,Account,Low,Update Profile
2795,Account,Low,Subscription Change
2796,Account,Low,Update Profile
2797,Account,Low,Update Profile
2836,Account,Low,Update Profile
2881,Account,Low,Update Profile
2899,Account,Low,Subscription Change
2901,Account,Low,Update Profile
2909,Account,Low,Update Profile
2920,Account,Low,Subscription Change
2922,Account,Low,Delete Account
2931,Account,Low,Delete Account
2933,Account,Low,Subscription Change
2941,Account,Low,Update Profile
2942,Account,Low,Update Profile
2943,Account,Low,Subscription Change
2946,Account,Low,Update Profile
2959,Account,Low,Update Profile
2977,Account,Low,Update Profile
2985,Account,Low,Update Profile
2994,Account,Low,Update Profile
2995,Account,Low,Update Profile
2997,Account,Low,Update Profile
3006,Account,Low,Subscription Change
3023,Account,Low,Subscription Change
3045,Account,Low,Update Profile
3077,Account,Low,Update Profile
3078,Account,Low,Update Profile
3102,Account,Low,Subscription Change
3133,Account,Low,Delete Account
3138,Account,Low,Subscription Change
3169,Account,Low,Subscription Change
3188,Account,Low,Subscription Change
3189,Account,Low,Delete Account
3190,Account,Low,Delete Account
3191,Account,Low,Subscription Change
3195,Account,Low,Update Profile
3222,Account,Low,Subscription Change
3229,Account,Low,Update Profile
3237,Account,Low,Update Profile
3260,Account,Low,Update Profile
3262,Account,Low,Update Profile
3266,Account,Low,Update Profile
3272,Account,Low,Update Profile
3274,Account,Low,Update Profile
3313,Account,Low,Update Profile
3315,Account,Low,Subscription Change
3327,Account,Low,Update Profile
3350,Account,Low,Update Profile
3385,Account,Low,Update Profile
3406,Account,Low,Update Profile
3410,Account,Low,Update Profile
3458,Account,Low,Update Profile
3482,Account,Low,Subscription Change
3510,Account,Low,Subscription Change
3521,Account,Low,Update Profile
3564,Account,Low,Update Profile
3566,Account,Low,Update Profile
3571,Account,Low,Subscription Change
3599,Account,Low,Subscription Change
3621,Account,Low,Subscription Change
3629,Account,Low,Update Profile
3651,Account,Low,Subscription Change
3654,Account,Low,Subscription Change
3662,Account,Low,Update Profile
3663,Account,Low,Update Profile
3668,Account,Low,Update Profile
3678,Account,Low,Update Profile
3699,Account,Low,Subscription Change
3704,Account,Low,Subscription Change
3718,Account,Low,Update Profile
3731,Account,Low,Update Profile
3736,Account,Low,Update Profile
3742,Account,Low,Update Profile
3759,Account,Low,Subscription Change
3763,Account,Low,Subscription Change
3786,Account,Low,Subscription Change
3792,Account,Low,Update Profile
3797,Account,Low,Update Profile
3805,Account,Low,Subscription Change
3847,Account,Low,Update Profile
3863,Account,Low,Update Profile
3871,Account,Low,Update Profile
3887,Account,Low,Update Profile
3953,Account,Low,Delete Account
3961,Account,Low,Update Profile
3971,Account,Low,Delete Account
3972,Account,Low,Subscription Change
3990,Account,Low,Update Profile
4005,Account,Low,Update Profile
4010,Account,Low,Update Profile
4039,Account,Low,Subscription Change
4047,Account,Low,Update Profile
4053,Account,Low,Update Profile
4061,Account,Low,Update Profile
4072,Account,Low,Subscription Change
4100,Account,Low,Update Profile
4109,Account,Low,Delete Account
4112,Account,Low,Update Profile
4122,Account,Low,Update Profile
4136,Account,Low,Update Profile
4147,Account,Low,Subscription Change
4156,Account,Low,Subscription Change
4160,Account,Low,Update Profile
4161,Account,Low,Subscription Change
4231,Account,Low,Update Profile
4246,Account,Low,Update Profile
4257,Account,Low,Update Profile
4268,Account,Low,Delete Account
4277,Account,Low,Update Profile
4294,Account,Low,Subscription Change
4309,Account,Low,Update Profile
4355,Account,Low,Subscription Change
4383,Account,Low,Subscription Change
4385,Account,Low,Update Profile
4402,Account,Low,Update Profile
4464,Account,Low,Update Profile
4468,Account,Low,Update Profile
4473,Account,Low,Update Profile
4486,Account,Low,Update Profile
4494,Account,Low,Update Profile
4501,Account,Low,Subscription Change
4508,Account,Low,Subscription Change
4512,Account,Low,Update Profile
4523,Account,Low,Update Profile
4530,Account,Low,Subscription Change
4535,Account,Low,Update Profile
4547,Account,Low,Subscription Change
4551,Account,Low,Subscription Change
4560,Account,Low,Update Profile
4579,Account,Low,Subscription Change
4580,Account,Low,Update Profile
4599,Account,Low,Subscription Change
4630,Account,Low,Subscription Change
4638,Account,Low,Update Profile
4640,Account,Low,Update Profile
4656,Account,Low,Update Profile
4665,Account,Low,Update Profile
4713,Account,Low,Update Profile
4759,Account,Low,Subscription Change
4764,Account,Low,Subscription Change
4768,Account,Low,Subscription Change
4773,Account,Low,Subscription Change
4792,Account,Low,Subscription Change
4799,Account,Low,Update Profile
4822,Account,Low,Update Profile
4828,Account,Low,Subscription Change
4849,Account,Low,Update Profile
4867,Account,Low,Update Profile
4900,Account,Low,Delete Account
4905,Account,Low,Subscription Change
4925,Account,Low,Subscription Change
4936,Account,Low,Update Profile
4943,Account,Low,Update Profile
4944,Account,Low,Update Profile
5007,Account,Low,Update Profile
5042,Account,Low,Update Profile
5045,Account,Low,Update Profile
5067,Account,Low,Update Profile
5068,Account,Low,Update Profile
5076,Account,Low,Update Profile
5081,Account,Low,Delete Account
5100,Account,Low,Update Profile
5115,Account,Low,Update Profile
5128,Account,Low,Subscription Change
5129,Account,Low,Subscription Change
5135,Account,Low,Subscription Change
5149,Account,Low,Subscription Change
5154,Account,Low,Update Profile
5194,Account,Low,Update Profile
5210,Account,Low,Update Profile
5223,Account,Low,Update Profile
5224,Account,Low,Update Profile
5232,Account,Low,Update Profile
5269,Account,Low,Delete Account
5279,Account,Low,Update Profile
5285,Account,Low,Update Profile
5287,Account,Low,Subscription Change
5312,Account,Low,Update Profile
5321,Account,Low,Update Profile
5330,Account,Low,Update Profile
5332,Account,Low,Update Profile
5336,Account,Low,Update Profile
5344,Account,Low,Subscription Change
5365,Account,Low,Update Profile
5382,Account,Low,Delete Account
5385,Account,Low,Update Profile
5395,Account,Low,Update Profile
5407,Account,Low,Delete Account
5409,Account,Low,Update Profile
5435,Account,Low,Subscription Change
5446,Account,Low,Update Profile
5448,Account,Low,Subscription Change
5470,Account,Low,Update Profile
5479,Account,Low,Subscription Change
5480,Account,Low,Subscription Change
5495,Account,Low,Subscription Change
5511,Account,Low,Subscription Change
5517,Account,Low,Subscription Change
5528,Account,Low,Update Profile
5529,Account,Low,Subscription Change
5541,Account,Low,Update Profile
5543,Account,Low,Update Profile
5592,Account,Low,Subscription Change
5614,Account,Low,Update Profile
5627,Account,Low,Update Profile
5637,Account,Low,Update Profile
5656,Account,Low,Update Profile
5657,Account,Low,Delete Account
5704,Account,Low,Update Profile
5735,Account,Low,Subscription Change
5748,Account,Low,Delete Account
5759,Account,Low,Update Profile
5820,Account,Low,Subscription Change
5843,Account,Low,Update Profile
5863,Account,Low,Update Profile
5905,Account,Low,Delete Account
5929,Account,Low,Subscription Change
5985,Account,Low,Update Profile
5995,Account,Low,Update Profile
46,Technical,Low,Slow Performance
74,Technical,Low,Slow Performance
77,Technical,Low,Hardware Issue
83,Technical,Low,Slow Performance
140,Technical,Low,Slow Performance
155,Technical,Low,Website Error
156,Technical,Low,Website Error
168,Technical,Low,Slow Performance
181,Technical,Low,Slow Performance
191,Technical,Low,Slow Performance
201,Technical,Low,Slow Performance
253,Technical,Low,Hardware Issue
272,Technical,Low,Slow Performance
277,Technical,Low,Slow Performance
282,Technical,Low,Website Error
305,Technical,Low,Slow Performance
348,Technical,Low,Slow Performance
365,Technical,Low,Slow Performance
380,Technical,Low,Website Error
402,Technical,Low,Website Error
422,Technical,Low,Website Error
449,Technical,Low,Slow Performance
464,Technical,Low,Slow Performance
469,Technical,Low,Slow Performance
504,Technical,Low,Website Error
573,Technical,Low,Website Error
592,Technical,Low,Hardware Issue
596,Technical,Low,Hardware Issue
603,Technical,Low,Slow Performance
631,Technical,Low,Hardware Issue
636,Technical,Low,Slow Performance
649,Technical,Low,Website Error
656,Technical,Low,Website Error
677,Technical,Low,Slow Performance
687,Technical,Low,Slow Performance
709,Technical,Low,Hardware Issue
712,Technical,Low,Slow Performance
723,Technical,Low,Website Error
756,Technical,Low,Slow Performance
764,Technical,Low,Slow Performance
769,Technical,Low,Hardware Issue
777,Technical,Low,Hardware Issue
792,Technical,Low,Slow Performance
793,Technical,Low,Slow Performance
839,Technical,Low,Hardware Issue
841,Technical,Low,Website Error
842,Technical,Low,Website Error
849,Technical,Low,Slow Performance
854,Technical,Low,Slow Performance
866,Technical,Low,Website Error
879,Technical,Low,Slow Performance
895,Technical,Low,Slow Performance
899,Technical,Low,Slow Performance
904,Technical,Low,Website Error
912,Technical,Low,Website Error
927,Technical,Low,Website Error
928,Technical,Low,Slow Performance
930,Technical,Low,Slow Performance
931,Technical,Low,Slow Performance
1006,Technical,Low,Website Error
1032,Technical,Low,Website Error
1043,Technical,Low,Slow Performance
1058,Technical,Low,Slow Performance
1119,Technical,Low,Slow Performance
1156,Technical,Low,Website Error
1157,Technical,Low,Slow Performance
1183,Technical,Low,Website Error
1189,Technical,Low,Slow Performance
1191,Technical,Low,Slow Performance
1202,Technical,Low,Hardware Issue
1220,Technical,Low,Hardware Issue
1223,Technical,Low,Slow Performance
1225,Technical,Low,Slow Performance
1231,Technical,Low,Website Error
1238,Technical,Low,Website Error
1239,Technical,Low,Slow Performance
1264,Technical,Low,Slow Performance
1274,Technical,Low,Slow Performance
1280,Technical,Low,Website Error
1297,Technical,Low,Slow Performance
1304,Technical,Low,Hardware Issue
1309,Technical,Low,Hardware Issue
1318,Technical,Low,Website Error
1324,Technical,Low,Slow Performance
1326,Technical,Low,Website Error
1349,Technical,Low,Website Error
1367,Technical,Low,Hardware Issue
1377,Technical,Low,Website Error
1385,Technical,Low,Website Error
1387,Technical,Low,Website Error
1409,Technical,Low,Slow Performance
1433,Technical,Low,Slow Performance
1437,Technical,Low,Website Error
1454,Technical,Low,Slow Performance
1469,Technical,Low,Website Error
1508,Technical,Low,Hardware Issue
1539,Technical,Low,Slow Performance
1548,Technical,Low,Slow Performance
1549,Technical,Low,Hardware Issue
1568,Technical,Low,Website Error
1594,Technical,Low,Website Error
1601,Technical,Low,Slow Performance
1614,Technical,Low,Slow Performance
1622,Technical,Low,Slow Performance
1628,Technical,Low,Hardware Issue
1635,Technical,Low,Slow Performance
1649,Technical,Low,Hardware Issue
1652,Technical,Low,Hardware Issue
1659,Technical,Low,Website Error
1663,Technical,Low,Slow Performance
1668,Technical,Low,Website Error
1697,Technical,Low,Hardware Issue
1718,Technical,Low,Slow Performance
1724,Technical,Low,Website Error
1727,Technical,Low,Hardware Issue
1746,Technical,Low,Slow Performance
1764,Technical,Low,Slow Performance
1784,Technical,Low,Hardware Issue
1794,Technical,Low,Slow Performance
1814,Technical,Low,Website Error
1818,Technical,Low,Hardware Issue
1827,Technical,Low,Website Error
1833,Technical,Low,Website Error
1836,Technical,Low,Slow Performance
1856,Technical,Low,Website Error
1868,Technical,Low,Slow Performance
1927,Technical,Low,Slow Performance
1944,Technical,Low,Hardware Issue
1969,Technical,Low,Slow Performance
1987,Technical,Low,Hardware Issue
1990,Technical,Low,Slow Performance
1995,Technical,Low,Website Error
2000,Technical,Low,Hardware Issue
2091,Technical,Low,Slow Performance
2104,Technical,Low,Slow Performance
2125,Technical,Low,Slow Performance
2155,Technical,Low,Slow Performance
2161,Technical,Low,Hardware Issue
2162,Technical,Low,Slow Performance
2189,Technical,Low,Slow Performance
2213,Technical,Low,Website Error
2240,Technical,Low,Slow Performance
2245,Technical,Low,Website Error
2251,Technical,Low,Slow Performance
2252,Technical,Low,Slow Performance
2256,Technical,Low,Hardware Issue
2279,Technical,Low,Slow Performance
2280,Technical,Low,Hardware Issue
2292,Technical,Low,Slow Performance
2381,Technical,Low,Website Error
2438,Technical,Low,Website Error
2439,Technical,Low,Website Error
2441,Technical,Low,Slow Performance
2468,Technical,Low,Slow Performance
2484,Technical,Low,Website Error
2497,Technical,Low,Slow Performance
2503,Technical,Low,Hardware Issue
2507,Technical,Low,Website Error
2508,Technical,Low,Website Error
2524,Technical,Low,Website Error
2544,Technical,Low,Slow Performance
2550,Technical,Low,Slow Performance
2556,Technical,Low,Slow Performance
2587,Technical,Low,Slow Performance
2624,Technical,Low,Slow Performance
2629,Technical,Low,Slow Performance
2660,Technical,Low,Slow Performance
2664,Technical,Low,Slow Performance
2690,Technical,Low,Slow Performance
2709,Technical,Low,Slow Performance
2757,Technical,Low,Website Error
2783,Technical,Low,Slow Performance
2790,Technical,Low,Website Error
2794,Technical,Low,Slow Performance
2811,Technical,Low,Slow Performance
2822,Technical,Low,Website Error
2850,Technical,Low,Website Error
2861,Technical,Low,Website Error
2865,Technical,Low,Hardware Issue
2889,Technical,Low,Slow Performance
2892,Technical,Low,Hardware Issue
2930,Technical,Low,Slow Performance
2945,Technical,Low,Website Error
2947,Technical,Low,Slow Performance
2950,Technical,Low,Slow Performance
2953,Technical,Low,Website Error
2965,Technical,Low,Slow Performance
2971,Technical,Low,Slow Performance
2972,Technical,Low,Hardware Issue
2990,Technical,Low,Slow Performance
3005,Technical,Low,Website Error
3012,Technical,Low,Website Error
3018,Technical,Low,Slow Performance
3019,Technical,Low,Slow Performance
3057,Technical,Low,Slow Performance
3092,Technical,Low,Slow Performance
3143,Technical,Low,Slow Performance
3178,Technical,Low,Website Error
3192,Technical,Low,Slow Performance
3202,Technical,Low,Slow Performance
3225,Technical,Low,Slow Performance
3228,Technical,Low,Slow Performance
3233,Technical,Low,Website Error
3246,Technical,Low,Hardware Issue
3256,Technical,Low,Slow Performance
3268,Technical,Low,Website Error
3271,Technical,Low,Slow Performance
3273,Technical,Low,Slow Performance
3286,Technical,Low,Slow Performance
3303,Technical,Low,Slow Performance
3335,Technical,Low,Website Error
3337,Technical,Low,Slow Performance
3354,Technical,Low,Slow Performance
3373,Technical,Low,Hardware Issue
3390,Technical,Low,Slow Performance
3392,Technical,Low,Slow Performance
3405,Technical,Low,Hardware Issue
3444,Technical,Low,Website Error
3471,Technical,Low,Slow Performance
3472,Technical,Low,Slow Performance
3489,Technical,Low,Website Error
3548,Technical,Low,Slow Performance
3555,Technical,Low,Slow Performance
3562,Technical,Low,Website Error
3630,Technical,Low,Slow Performance
3664,Technical,Low,Website Error
3695,Technical,Low,Website Error
3715,Technical,Low,Hardware Issue
3717,Technical,Low,Website Error
3734,Technical,Low,Website Error
3737,Technical,Low,Hardware Issue
3738,Technical,Low,Hardware Issue
3764,Technical,Low,Hardware Issue
3793,Technical,Low,Slow Performance
3820,Technical,Low,Website Error
3830,Technical,Low,Slow Performance
3833,Technical,Low,Slow Performance
3879,Technical,Low,Slow Performance
3894,Technical,Low,Website Error
3902,Technical,Low,Hardware Issue
3903,Technical,Low,Slow Performance
3910,Technical,Low,Website Error
3914,Technical,Low,Website Error
3915,Technical,Low,Slow Performance
3917,Technical,Low,Slow Performance
3925,Technical,Low,Slow Performance
3929,Technical,Low,Slow Performance
3947,Technical,Low,Slow Performance
3960,Technical,Low,Slow Performance
3988,Technical,Low,Slow Performance
3996,Technical,Low,Website Error
4013,Technical,Low,Hardware Issue
4021,Technical,Low,Slow Performance
4034,Technical,Low,Hardware Issue
4048,Technical,Low,Website Error
4070,Technical,Low,Hardware Issue
4083,Technical,Low,Slow Performance
4097,Technical,Low,Slow Performance
4132,Technical,Low,Hardware Issue
4157,Technical,Low,Hardware Issue
4162,Technical,Low,Slow Performance
4169,Technical,Low,Slow Performance
4185,Technical,Low,Website Error
4201,Technical,Low,Slow Performance
4202,Technical,Low,Slow Performance
4218,Technical,Low,Slow Performance
4228,Technical,Low,Hardware Issue
4271,Technical,Low,Website Error
4288,Technical,Low,Slow Performance
4320,Technical,Low,Slow Performance
4329,Technical,Low,Website Error
4335,Technical,Low,Slow Performance
4345,Technical,Low,Slow Performance
4346,Technical,Low,Slow Performance
4364,Technical,Low,Hardware Issue
4384,Technical,Low,Slow Performance
4389,Technical,Low,Website Error
4417,Technical,Low,Hardware Issue
4433,Technical,Low,Slow Performance
4445,Technical,Low,Website Error
4532,Technical,Low,Website Error
4548,Technical,Low,Slow Performance
4554,Technical,Low,Website Error
4559,Technical,Low,Hardware Issue
4571,Technical,Low,Slow Performance
4582,Technical,Low,Hardware Issue
4598,Technical,Low,Slow Performance
4602,Technical,Low,Hardware Issue
4617,Technical,Low,Slow Performance
4669,Technical,Low,Slow Performance
4670,Technical,Low,Slow Performance
4675,Technical,Low,Website Error
4742,Technical,Low,Slow Performance
4747,Technical,Low,Website Error
4751,Technical,Low,Website Error
4769,Technical,Low,Hardware Issue
4780,Technical,Low,Website Error
4794,Technical,Low,Website Error
4800,Technical,Low,Slow Performance
4808,Technical,Low,Slow Performance
4826,Technical,Low,Slow Performance
4833,Technical,Low,Slow Performance
4857,Technical,Low,Slow Performance
4859,Technical,Low,Slow Performance
4864,Technical,Low,Slow Performance
4869,Technical,Low,Slow Performance
4871,Technical,Low,Hardware Issue
4877,Technical,Low,Website Error
4878,Technical,Low,Slow Performance
4889,Technical,Low,Hardware Issue
4898,Technical,Low,Hardware Issue
4899,Technical,Low,Slow Performance
4915,Technical,Low,Hardware Issue
4927,Technical,Low,Slow Performance
4957,Technical,Low,Website Error
4973,Technical,Low,Hardware Issue
4993,Technical,Low,Slow Performance
5011,Technical,Low,Slow Performance
5021,Technical,Low,Slow Performance
5024,Technical,Low,Slow Performance
5073,Technical,Low,Website Error
5124,Technical,Low,Slow Performance
5127,Technical,Low,Website Error
5130,Technical,Low,Slow Performance
5131,Technical,Low,Website Error
5159,Technical,Low,Website Error
5164,Technical,Low,Slow Performance
5167,Technical,Low,Slow Performance
5171,Technical,Low,Hardware Issue
5172,Technical,Low,Slow Performance
5181,Technical,Low,Slow Performance
5182,Technical,Low,Website Error
5186,Technical,Low,Website Error
5197,Technical,Low,Slow Performance
5206,Technical,Low,Hardware Issue
5220,Technical,Low,Slow Performance
5241,Technical,Low,Website Error
5265,Technical,Low,Website Error
5326,Technical,Low,Website Error
5361,Technical,Low,Slow Performance
5366,Technical,Low,Slow Performance
5370,Technical,Low,Slow Performance
5388,Technical,Low,Hardware Issue
5410,Technical,Low,Website Error
5503,Technical,Low,Slow Performance
5510,Technical,Low,Slow Performance
5519,Technical,Low,Slow Performance
5532,Technical,Low,Slow Performance
5534,Technical,Low,Website Error
5535,Technical,Low,Slow Performance
5556,Technical,Low,Website Error
5587,Technical,Low,Website Error
5597,Technical,Low,Slow Performance
5608,Technical,Low,Slow Performance
5613,Technical,Low,Website Error
5616,Technical,Low,Hardware Issue
5630,Technical,Low,Slow Performance
5642,Technical,Low,Slow Performance
5671,Technical,Low,Hardware Issue
5673,Technical,Low,Website Error
5681,Technical,Low,Slow Performance
5683,Technical,Low,Website Error
5692,Technical,Low,Slow Performance
5720,Technical,Low,Hardware Issue
5724,Technical,Low,Slow Performance
5734,Technical,Low,Website Error
5738,Technical,Low,Slow Performance
5741,Technical,Low,Website Error
5762,Technical,Low,Slow Performance
5771,Technical,Low,Slow Performance
5793,Technical,Low,Hardware Issue
5805,Technical,Low,Hardware Issue
5814,Technical,Low,Hardware Issue
5819,Technical,Low,Slow Performance
5838,Technical,Low,Slow Performance
5841,Technical,Low,Slow Performance
5856,Technical,Low,Website Error
5859,Technical,Low,Slow Performance
5865,Technical,Low,Website Error
5872,Technical,Low,Slow Performance
5892,Technical,Low,Slow Performance
5934,Technical,Low,Website Error
5935,Technical,Low,Slow Performance
5938,Technical,Low,Slow Performance
5948,Technical,Low,Slow Performance
5964,Technical,Low,Slow Performance
5978,Technical,Low,Website Error
5982,Technical,Low,Hardware Issue
5984,Technical,Low,Slow Performance
6000,Technical,Low,Hardware Issue
11,Bug,Low,App Crash
30,Bug,Low,UI Glitch
31,Bug,Low,App Crash
53,Bug,Low,UI Glitch
61,Bug,Low,Data Sync Error
65,Bug,Low,UI Glitch
85,Bug,Low,Data Sync Error
99,Bug,Low,UI Glitch
112,Bug,Low,App Crash
118,Bug,Low,App Crash
124,Bug,Low,UI Glitch
147,Bug,Low,Data Sync Error
200,Bug,Low,App Crash
216,Bug,Low,UI Glitch
238,Bug,Low,Data Sync Error
251,Bug,Low,UI Glitch
264,Bug,Low,App Crash
292,Bug,Low,Data Sync Error
327,Bug,Low,App Crash
352,Bug,Low,App Crash
355,Bug,Low,App Crash
358,Bug,Low,UI Glitch
371,Bug,Low,App Crash
379,Bug,Low,UI Glitch
393,Bug,Low,UI Glitch
400,Bug,Low,App Crash
404,Bug,Low,UI Glitch
434,Bug,Low,UI Glitch
437,Bug,Low,UI Glitch
501,Bug,Low,App Crash
502,Bug,Low,UI Glitch
507,Bug,Low,UI Glitch
511,Bug,Low,UI Glitch
561,Bug,Low,Data Sync Error
568,Bug,Low,Data Sync Error
595,Bug,Low,Data Sync Error
615,Bug,Low,UI Glitch
634,Bug,Low,UI Glitch
644,Bug,Low,UI Glitch
652,Bug,Low,UI Glitch
655,Bug,Low,App Crash
658,Bug,Low,UI Glitch
686,Bug,Low,UI Glitch
705,Bug,Low,UI Glitch
711,Bug,Low,UI Glitch
717,Bug,Low,UI Glitch
768,Bug,Low,UI Glitch
782,Bug,Low,App Crash
783,Bug,Low,Data Sync Error
798,Bug,Low,Data Sync Error
817,Bug,Low,Data Sync Error
823,Bug,Low,App Crash
827,Bug,Low,App Crash
867,Bug,Low,UI Glitch
887,Bug,Low,UI Glitch
922,Bug,Low,App Crash
949,Bug,Low,Data Sync Error
951,Bug,Low,UI Glitch
953,Bug,Low,UI Glitch
958,Bug,Low,UI Glitch
967,Bug,Low,App Crash
1008,Bug,Low,UI Glitch
1059,Bug,Low,UI Glitch
1069,Bug,Low,Data Sync Error
1094,Bug,Low,Data Sync Error
1097,Bug,Low,Data Sync Error
1099,Bug,Low,UI Glitch
1112,Bug,Low,App Crash
1136,Bug,Low,Data Sync Error
1143,Bug,Low,UI Glitch
1169,Bug,Low,UI Glitch
1170,Bug,Low,App Crash
1171,Bug,Low,Data Sync Error
1175,Bug,Low,Data Sync Error
1178,Bug,Low,UI Glitch
1203,Bug,Low,App Crash
1210,Bug,Low,App Crash
1216,Bug,Low,UI Glitch
1242,Bug,Low,App Crash
1255,Bug,Low,Data Sync Error
1263,Bug,Low,UI Glitch
1273,Bug,Low,UI Glitch
1337,Bug,Low,UI Glitch
1340,Bug,Low,UI Glitch
1345,Bug,Low,Data Sync Error
1366,Bug,Low,UI Glitch
1379,Bug,Low,Data Sync Error
1383,Bug,Low,Data Sync Error
1412,Bug,Low,UI Glitch
1464,Bug,Low,App Crash
1472,Bug,Low,UI Glitch
1480,Bug,Low,UI Glitch
1492,Bug,Low,App Crash
1495,Bug,Low,UI Glitch
1501,Bug,Low,UI Glitch
1519,Bug,Low,UI Glitch
1540,Bug,Low,UI Glitch
1558,Bug,Low,Data Sync Error
1561,Bug,Low,App Crash
1569,Bug,Low,Data Sync Error
